degree,Diff_X,Diff_Y,label
3.73941862972605,-6.8552398681640625,104.81278896331787,1
3.9015209954348786,-7.255754470825195,106.30704402923584,1
5.526133161560852,-12.40046501159668,127.97048091888428,1
2.210224610448333,4.927043914794922,127.62897491455078,1
4.202947591169372,-9.1864013671875,124.8942518234253,1
3.1829640327172455,-6.5753936767578125,118.17931652069092,1
4.81168098174529,-10.70948600769043,127.07425117492676,1
5.014507432491821,-11.51789665222168,131.09853744506836,1
2.688519294999182,5.659818649291992,120.48510074615479,1
4.044524515847813,-8.503246307373047,120.15868663787842,1
8.761231788364828,-19.150171279907227,123.76346111297607,1
6.791446262712044,-15.678672790527344,131.34002208709717,1
21.89592001467451,-53.65769386291504,129.75060939788818,1
25.67764373870311,-63.010005950927734,125.68747043609619,1
21.51394249952246,-53.51698875427246,132.09697723388672,1
19.26438139167916,-53.80566596984863,150.7111930847168,1
20.9719345076341,-57.65647888183594,146.5874719619751,1
39.69453129702939,99.56640243530273,103.63776683807373,1
39.08271199960764,100.07192611694336,107.27763175964355,1
40.16991463259634,102.2331714630127,103.97838592529297,1
1.3390178921812959,-3.302145004272461,141.2582302093506,1
11.181660192190783,-28.05624008178711,140.99830627441406,1
14.48193742805993,-38.891801834106445,148.87381553649902,1
6.474912810876629,12.297306060791016,108.12040328979492,1
4.221795520743959,-8.054733276367188,109.01704788208008,1
0.8061799503729219,-1.574554443359375,111.89362049102783,1
2.853702986284625,-5.424966812133789,108.78564834594727,1
0.9549553901084759,-1.9579792022705078,117.45926856994629,1
3.5730804992746044,-6.984348297119141,111.77883625030518,1
3.4467172305830065,-6.800680160522461,112.84493923187256,1
6.446318885510128,-12.914447784423828,114.05659675598145,1
1.3026203934414524,-2.463397979736328,108.32459449768066,1
0.24963661154772418,-0.4825878143310547,110.76092720031738,1
4.785658050891841,-9.303522109985352,110.99620342254639,1
6.031586555621689,-12.365312576293945,116.8090009689331,1
7.651473233942096,-15.525636672973633,115.21777153015137,1
4.6942459368514715,-9.427013397216797,114.67490673065186,1
12.986811231721623,-28.01401138305664,120.37671089172363,1
7.904853856955695,-16.19889259338379,116.28962516784668,1
11.181562164936125,-23.94038200378418,120.31491279602051,1
7.597107693289391,-15.256328582763672,114.04406547546387,1
8.349190809320143,-16.733016967773438,113.60352516174316,1
9.128387232853795,-19.344377517700195,119.86719131469727,1
8.597778485273622,-18.16096305847168,119.6546745300293,1
9.634848743075738,-20.323467254638672,119.13698673248291,1
7.15274000800048,-15.540742874145508,123.51256370544434,1
7.308914446429398,-15.627050399780273,121.50219440460205,1
3.0768278583208564,-6.497888565063477,120.82716464996338,1
8.25613841411883,-16.747026443481445,115.00774383544922,1
9.264510074268516,-19.771623611450195,120.66727638244629,1
9.099761303455463,-19.234886169433594,119.57342147827148,1
6.057937559294936,-13.42092514038086,126.22318267822266,1
5.974698300277751,-13.898191452026367,132.5533676147461,1
4.962427082987183,-11.452875137329102,131.737060546875,1
2.4812028776649653,-5.397186279296875,124.51456546783447,1
6.142552966779345,-14.346475601196289,133.04811000823975,1
3.1902560787552754,-6.717376708984375,120.45435905456543,1
6.085438100085531,-12.624101638793945,118.18646907806396,1
6.77326863515084,-15.724287033081055,132.08066940307617,1
6.28734885729247,-14.63724136352539,132.5817060470581,1
3.7863040362697284,-8.817834854125977,133.1431245803833,1
6.521055856590255,-14.943408966064453,130.44372081756592,1
31.007502341715245,67.0598316192627,104.19938564300537,1
30.970740718948193,68.15509796142578,106.07896327972412,1
29.59763737324654,69.31820869445801,114.89709377288818,1
31.08683105181754,70.19622802734375,108.67897510528564,1
35.20437575385064,86.12955093383789,110.59574604034424,1
38.06805726882324,104.8387622833252,117.92800426483154,1
35.441409783013135,94.50672149658203,120.04603385925293,1
35.43401898144401,93.44344139099121,118.73551368713379,1
35.19731156521309,97.54695892333984,125.29679775238037,1
33.87564230113599,92.34314918518066,125.96248626708984,1
33.45145345232291,89.18577194213867,124.01945114135742,1
35.40153098426609,98.78108978271484,125.70436477661133,1
34.86354978768257,97.63938903808594,127.33838081359863,1
35.77127960736584,97.61758804321289,122.14005947113037,1
36.2942860983959,101.76898956298828,124.31317806243896,1
29.441347106209466,72.23727226257324,120.6016731262207,1
34.10836492014491,92.53575325012207,124.89865779876709,1
35.69193703348434,96.45443916320801,121.12405300140381,1
34.76545557470609,99.93568420410156,130.91661930084229,1
34.74185581168123,101.40153884887695,132.97968864440918,1
31.76410202113402,87.08588600158691,130.73501586914062,1
28.404201532455094,80.50025939941406,141.0232400894165,1
40.53835563206539,105.28080940246582,105.1554822921753,1
43.61397845603559,113.96025657653809,97.08808422088623,1
47.46404977590359,123.82841110229492,83.72745037078857,1
46.229725915731024,125.85368156433105,92.14349269866943,1
46.97678240057341,124.77612495422363,87.12684631347656,1
46.44623821433604,131.66964530944824,95.10824203491211,1
47.585556740070864,128.24590682983398,86.0066556930542,1
38.211437019792726,86.0699462890625,96.16451740264893,1
37.75468456216022,82.7658462524414,94.47825908660889,1
36.75604389195288,80.52188873291016,96.28668308258057,1
36.26681654593541,77.26329803466797,94.49827194213867,1
32.63721447401333,76.80265426635742,110.81704616546631,1
34.462084779793194,79.2133617401123,105.21233081817627,1
39.348831290226535,106.56356811523438,112.78751850128174,1
41.89412792749914,116.37767791748047,108.57602119445801,1
39.38017020758732,107.11058616638184,113.19567203521729,1
38.870990642593675,104.90281105041504,113.59920501708984,1
39.053306929361284,106.05661392211914,113.85329246520996,1
41.043866008804855,117.39683151245117,114.3469762802124,1
38.45020550727363,90.25703430175781,99.71198558807373,1
38.920413945119556,93.83458137512207,101.37422561645508,1
38.556706215445736,96.588134765625,106.16945743560791,1
34.95160998301005,86.66327476501465,112.57113933563232,1
36.78450032042546,88.7382984161377,105.97218990325928,1
36.92975962526521,89.4239330291748,106.07540130615234,1
40.73501255729958,87.60137557983398,86.64919853210449,1
32.23651108382127,-90.60720443725586,133.13392639160156,1
31.524368890535204,-91.82029724121094,139.35326099395752,1
31.162494138346016,-92.48213768005371,142.68945693969727,1
31.38977745751959,-86.45551681518555,132.01738357543945,1
30.799501484905456,-84.6989917755127,132.86277294158936,1
32.41840924364906,-93.8475513458252,136.76156044006348,1
29.105414048815522,-82.35753059387207,139.64962005615234,1
32.5286249633971,-90.50450325012207,131.23198986053467,1
30.046916783941555,-82.60611534118652,134.12192344665527,1
28.77185575624102,-76.63583755493164,131.97406768798828,1
26.348928141071358,-63.63387107849121,122.87198066711426,1
24.198155117363875,-58.49530220031738,125.54510593414307,1
23.704062882240137,-60.94287872314453,134.10913467407227,1
25.192715396045433,-62.81397819519043,128.30726623535156,1
26.067109833841343,-62.46950149536133,122.27517127990723,1
27.1565428540052,-68.10053825378418,126.51673793792725,1
23.823412817640417,-57.00309753417969,124.68077659606934,1
25.967306282627927,-76.22408866882324,149.92056369781494,1
25.626475332430193,-72.23941802978516,144.45752620697021,1
26.519271940251713,-77.04355239868164,147.5520944595337,1
23.807447595311995,-64.30436134338379,140.76458930969238,1
25.240155467367483,-66.95028305053711,136.4375925064087,1
23.63538403455545,-65.04373550415039,143.63501071929932,1
33.08803128655562,-89.65551376342773,126.74434661865234,1
32.528171702109304,-88.53836059570312,128.3837127685547,1
28.070524462699957,-76.00861549377441,135.24919509887695,1
28.865446080550416,-80.96681594848633,138.82756233215332,1
28.999134134777183,-79.50495719909668,135.47814846038818,1
31.502968473421575,-88.11246871948242,133.85624885559082,1
30.575124746553854,-84.65113639831543,134.15616989135742,1
28.89523450902398,-79.76602554321289,136.5796709060669,1
34.38747948695691,-96.4987564086914,128.60647201538086,1
28.13769547655364,-69.23858642578125,122.81550407409668,1
29.409970649390278,-72.78463363647461,121.69162273406982,1
26.92574980135706,-67.1937084197998,126.21035099029541,1
25.777299514694125,-66.58467292785645,132.17509746551514,1
21.991572797037495,-54.79118347167969,131.81643962860107,1
20.70283949242797,-48.439321517944336,125.00006675720215,1
23.93494563537685,-60.12714385986328,130.7725954055786,1
23.284313747720148,-56.67001724243164,127.41379737854004,1
1.7920549345584698,-5.930323600769043,189.51220035552979,0
0.5561352464610776,-1.642007827758789,169.15972709655762,0
0.7344084170023886,2.6657485961914062,207.95458316802979,0
1.913383318747439,6.817865371704102,204.0453815460205,0
4.0346077199713415,14.467973709106445,204.95079517364502,0
4.2899257631469645,15.258302688598633,203.21619987487793,0
2.9610329002490166,-10.839719772338867,209.4675350189209,0
1.560514497812325,5.159897804260254,189.38029289245605,0
1.2480187917511392,-4.2177581787109375,193.5887575149536,0
1.7341950016467296,-5.911340713500977,195.21431922912598,0
2.9146857132071204,-9.719228744506836,190.80951690673828,0
3.2262112877029514,-9.910545349121094,175.7267189025879,0
1.6145904633875172,-4.694581031799316,166.52697086334229,0
0.02425809083574525,-0.07874488830566406,185.98946571350098,0
3.57640459521625,-11.805353164672852,188.75882148742676,0
1.578972466026616,5.272645950317383,191.25452041625977,0
5.104565661036213,16.38665199279785,183.1992244720459,0
2.6101109119025625,-8.876981735229492,194.66052532196045,0
2.350306239042106,-7.496151924133301,182.58742332458496,0
1.1902971534225357,4.30333137512207,207.09913730621338,0
1.5478722935864815,-5.528554916381836,204.56936359405518,0
2.2617159059642886,7.892751693725586,199.79029655456543,0
0.9252118048470147,3.0303192138671875,187.6347255706787,0
